,time1,raised1,time2,raised2,shares,time3,raised3,shares2
1316,,,,,,2017-08-31 06:25:53.549898,"<span class=""_191t _50f5"">Mark has raised $354,115 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,358 shares"
1317,,,,,,2017-08-31 06:27:32.879248,"<span class=""_191t _50f5"">Mark has raised $354,115 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,359 shares"
1318,,,,,,2017-08-31 06:29:16.280999,"<span class=""_191t _50f5"">Mark has raised $354,215 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,359 shares"
1319,,,,,,2017-08-31 06:30:41.247151,"<span class=""_191t _50f5"">Mark has raised $354,215 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,359 shares"
1320,,,,,,2017-08-31 06:32:10.744696,"<span class=""_191t _50f5"">Mark has raised $354,215 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,360 shares"
1321,,,,,,2017-08-31 06:33:47.702129,"<span class=""_191t _50f5"">Mark has raised $354,215 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,361 shares"
1322,,,,,,2017-08-31 06:35:33.661403,"<span class=""_191t _50f5"">Mark has raised $354,215 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,361 shares"
1323,,,,,,2017-08-31 06:37:21.494201,"<span class=""_191t _50f5"">Mark has raised $354,215 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,362 shares"
1324,,,,,,2017-08-31 06:38:49.946474,"<span class=""_191t _50f5"">Mark has raised $354,215 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,362 shares"
1325,,,,,,2017-08-31 06:40:31.593030,"<span class=""_191t _50f5"">Mark has raised $354,265 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,362 shares"
1326,,,,,,2017-08-31 06:42:04.264702,"<span class=""_191t _50f5"">Mark has raised $354,265 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,362 shares"
1327,,,,,,2017-08-31 06:43:55.022106,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,362 shares"
1328,,,,,,2017-08-31 06:45:40.187240,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,363 shares"
1329,,,,,,2017-08-31 06:47:30.417300,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,366 shares"
1330,,,,,,2017-08-31 06:49:18.329657,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,365 shares"
1331,,,,,,2017-08-31 06:51:06.036754,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,365 shares"
1332,,,,,,2017-08-31 06:52:42.500489,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,365 shares"
1333,,,,,,2017-08-31 06:54:05.131519,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,365 shares"
1334,,,,,,2017-08-31 06:55:42.142607,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,365 shares"
1335,,,,,,2017-08-31 06:57:09.504569,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,365 shares"
1336,,,,,,2017-08-31 06:58:45.761935,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,368 shares"
1337,,,,,,2017-08-31 07:00:18.267903,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,369 shares"
1338,,,,,,2017-08-31 07:01:46.117859,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,369 shares"
1339,,,,,,2017-08-31 07:03:29.122664,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,370 shares"
1340,,,,,,2017-08-31 07:05:07.441917,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,370 shares"
1341,,,,,,2017-08-31 07:06:46.598913,"<span class=""_191t _50f5"">Mark has raised $354,285 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,372 shares"
1342,,,,,,2017-08-31 07:08:24.846887,"<span class=""_191t _50f5"">Mark has raised $354,328 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,373 shares"
1343,,,,,,2017-08-31 07:10:13.988543,"<span class=""_191t _50f5"">Mark has raised $354,428 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,374 shares"
1344,,,,,,2017-08-31 07:11:35.153631,"<span class=""_191t _50f5"">Mark has raised $354,428 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,375 shares"
1345,,,,,,2017-08-31 07:13:02.192046,"<span class=""_191t _50f5"">Mark has raised $354,428 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,377 shares"
1346,,,,,,2017-08-31 07:14:51.017086,"<span class=""_191t _50f5"">Mark has raised $354,428 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,377 shares"
1347,,,,,,2017-08-31 07:16:40.294589,"<span class=""_191t _50f5"">Mark has raised $354,528 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,377 shares"
1348,,,,,,2017-08-31 07:18:02.144284,"<span class=""_191t _50f5"">Mark has raised $354,528 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,377 shares"
1349,,,,,,2017-08-31 07:19:48.455696,"<span class=""_191t _50f5"">Mark has raised $354,528 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,377 shares"
1350,,,,,,2017-08-31 07:21:10.967469,"<span class=""_191t _50f5"">Mark has raised $354,528 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,377 shares"
1351,,,,,,2017-08-31 07:22:52.994189,"<span class=""_191t _50f5"">Mark has raised $354,553 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,377 shares"
1352,,,,,,2017-08-31 07:24:18.134092,"<span class=""_191t _50f5"">Mark has raised $354,623 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,377 shares"
1353,,,,,,2017-08-31 07:26:02.407196,"<span class=""_191t _50f5"">Mark has raised $354,643 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,379 shares"
1354,,,,,,2017-08-31 07:27:39.659681,"<span class=""_191t _50f5"">Mark has raised $354,643 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,379 shares"
1355,,,,,,2017-08-31 07:29:07.235732,"<span class=""_191t _50f5"">Mark has raised $354,643 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,379 shares"
1356,,,,,,2017-08-31 07:30:37.436258,"<span class=""_191t _50f5"">Mark has raised $354,643 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,379 shares"
1357,,,,,,2017-08-31 07:32:19.471417,"<span class=""_191t _50f5"">Mark has raised $354,643 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,380 shares"
1358,,,,,,2017-08-31 07:34:01.838511,"<span class=""_191t _50f5"">Mark has raised $354,663 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,383 shares"
1359,,,,,,2017-08-31 07:35:33.116700,"<span class=""_191t _50f5"">Mark has raised $354,713 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,383 shares"
1360,,,,,,2017-08-31 07:36:54.840101,"<span class=""_191t _50f5"">Mark has raised $354,743 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,384 shares"
1361,,,,,,2017-08-31 07:38:22.824436,"<span class=""_191t _50f5"">Mark has raised $354,953 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,384 shares"
1362,,,,,,2017-08-31 07:39:50.170382,"<span class=""_191t _50f5"">Mark has raised $354,953 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,384 shares"
1363,,,,,,2017-08-31 07:41:29.597843,"<span class=""_191t _50f5"">Mark has raised $354,958 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,385 shares"
1364,,,,,,2017-08-31 07:43:18.840813,"<span class=""_191t _50f5"">Mark has raised $355,068 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,385 shares"
1365,,,,,,2017-08-31 07:45:00.587144,"<span class=""_191t _50f5"">Mark has raised $355,068 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,386 shares"
1366,,,,,,2017-08-31 07:46:48.296794,"<span class=""_191t _50f5"">Mark has raised $355,068 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","17,387 shares"
