,time1,raised1,time2,raised2,shares,time3,raised3,shares2
640,,,,,,2017-08-30 09:39:27.689592,"<span class=""_191t _50f5"">Mark has raised $274,354 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,468 shares"
641,,,,,,2017-08-30 09:40:58.690269,"<span class=""_191t _50f5"">Mark has raised $274,504 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,474 shares"
642,,,,,,2017-08-30 09:42:22.871071,"<span class=""_191t _50f5"">Mark has raised $274,534 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,487 shares"
643,,,,,,2017-08-30 09:43:54.962126,"<span class=""_191t _50f5"">Mark has raised $274,674 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,489 shares"
644,,,,,,2017-08-30 09:45:35.490024,"<span class=""_191t _50f5"">Mark has raised $274,824 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,493 shares"
645,,,,,,2017-08-30 09:47:12.948786,"<span class=""_191t _50f5"">Mark has raised $274,924 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,495 shares"
646,,,,,,2017-08-30 09:48:46.247821,"<span class=""_191t _50f5"">Mark has raised $274,964 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,501 shares"
647,,,,,,2017-08-30 09:50:30.871141,"<span class=""_191t _50f5"">Mark has raised $275,094 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,502 shares"
648,,,,,,2017-08-30 09:52:13.911848,"<span class=""_191t _50f5"">Mark has raised $275,114 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,509 shares"
649,,,,,,2017-08-30 09:53:50.119044,"<span class=""_191t _50f5"">Mark has raised $275,214 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,519 shares"
650,,,,,,2017-08-30 09:55:36.811239,"<span class=""_191t _50f5"">Mark has raised $275,439 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,528 shares"
651,,,,,,2017-08-30 09:57:21.821777,"<span class=""_191t _50f5"">Mark has raised $275,594 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,539 shares"
652,,,,,,2017-08-30 09:59:05.043789,"<span class=""_191t _50f5"">Mark has raised $275,719 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,546 shares"
653,,,,,,2017-08-30 10:00:46.362903,"<span class=""_191t _50f5"">Mark has raised $275,944 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,550 shares"
654,,,,,,2017-08-30 10:02:12.691053,"<span class=""_191t _50f5"">Mark has raised $276,054 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,557 shares"
655,,,,,,2017-08-30 10:03:49.864567,"<span class=""_191t _50f5"">Mark has raised $276,074 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,563 shares"
656,,,,,,2017-08-30 10:05:23.507654,"<span class=""_191t _50f5"">Mark has raised $276,194 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,571 shares"
657,,,,,,2017-08-30 10:07:14.699251,"<span class=""_191t _50f5"">Mark has raised $276,334 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,583 shares"
658,,,,,,2017-08-30 10:08:59.439500,"<span class=""_191t _50f5"">Mark has raised $276,909 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,596 shares"
659,,,,,,2017-08-30 10:10:39.382120,"<span class=""_191t _50f5"">Mark has raised $277,019 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,600 shares"
660,,,,,,2017-08-30 10:12:03.920163,"<span class=""_191t _50f5"">Mark has raised $277,089 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,605 shares"
661,,,,,,2017-08-30 10:13:32.343382,"<span class=""_191t _50f5"">Mark has raised $277,429 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,608 shares"
662,,,,,,2017-08-30 10:15:18.565880,"<span class=""_191t _50f5"">Mark has raised $277,529 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,615 shares"
663,,,,,,2017-08-30 10:16:51.034015,"<span class=""_191t _50f5"">Mark has raised $277,679 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,619 shares"
664,,,,,,2017-08-30 10:18:20.812027,"<span class=""_191t _50f5"">Mark has raised $277,754 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,628 shares"
665,,,,,,2017-08-30 10:19:41.184386,"<span class=""_191t _50f5"">Mark has raised $277,824 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,632 shares"
666,,,,,,2017-08-30 10:21:27.489296,"<span class=""_191t _50f5"">Mark has raised $280,354 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,637 shares"
667,,,,,,2017-08-30 10:22:48.533711,"<span class=""_191t _50f5"">Mark has raised $280,534 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,641 shares"
668,,,,,,2017-08-30 10:24:39.632727,"<span class=""_191t _50f5"">Mark has raised $280,624 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,646 shares"
669,,,,,,2017-08-30 10:26:25.274914,"<span class=""_191t _50f5"">Mark has raised $280,706 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,660 shares"
670,,,,,,2017-08-30 10:27:50.711996,"<span class=""_191t _50f5"">Mark has raised $280,746 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,668 shares"
671,,,,,,2017-08-30 10:29:23.848064,"<span class=""_191t _50f5"">Mark has raised $280,906 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,669 shares"
672,,,,,,2017-08-30 10:30:58.778323,"<span class=""_191t _50f5"">Mark has raised $280,916 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,674 shares"
673,,,,,,2017-08-30 10:32:44.560820,"<span class=""_191t _50f5"">Mark has raised $281,097 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,681 shares"
674,,,,,,2017-08-30 10:34:15.312194,"<span class=""_191t _50f5"">Mark has raised $281,152 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,690 shares"
675,,,,,,2017-08-30 10:35:56.942219,"<span class=""_191t _50f5"">Mark has raised $281,202 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,696 shares"
676,,,,,,2017-08-30 10:37:36.965386,"<span class=""_191t _50f5"">Mark has raised $281,252 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,705 shares"
677,,,,,,2017-08-30 10:39:06.739170,"<span class=""_191t _50f5"">Mark has raised $281,342 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,714 shares"
678,,,,,,2017-08-30 10:40:43.367015,"<span class=""_191t _50f5"">Mark has raised $281,682 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,721 shares"
679,,,,,,2017-08-30 10:42:06.269608,"<span class=""_191t _50f5"">Mark has raised $281,892 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,722 shares"
680,,,,,,2017-08-30 10:43:34.537537,"<span class=""_191t _50f5"">Mark has raised $282,012 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,726 shares"
681,,,,,,2017-08-30 10:45:13.003526,"<span class=""_191t _50f5"">Mark has raised $282,352 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,732 shares"
682,,,,,,2017-08-30 10:47:00.777834,"<span class=""_191t _50f5"">Mark has raised $282,400 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,742 shares"
683,,,,,,2017-08-30 10:48:45.395249,"<span class=""_191t _50f5"">Mark has raised $282,540 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,747 shares"
684,,,,,,2017-08-30 10:50:27.548875,"<span class=""_191t _50f5"">Mark has raised $282,894 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,751 shares"
685,,,,,,2017-08-30 10:51:55.889507,"<span class=""_191t _50f5"">Mark has raised $283,169 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,756 shares"
686,,,,,,2017-08-30 10:53:26.036410,"<span class=""_191t _50f5"">Mark has raised $283,189 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,764 shares"
687,,,,,,2017-08-30 10:54:46.431449,"<span class=""_191t _50f5"">Mark has raised $283,279 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,766 shares"
688,,,,,,2017-08-30 10:56:26.296534,"<span class=""_191t _50f5"">Mark has raised $283,279 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,779 shares"
689,,,,,,2017-08-30 10:58:05.127619,"<span class=""_191t _50f5"">Mark has raised $283,304 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,789 shares"
690,,,,,,2017-08-30 10:59:35.649053,"<span class=""_191t _50f5"">Mark has raised $283,344 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,794 shares"
691,,,,,,2017-08-30 11:01:11.008751,"<span class=""_191t _50f5"">Mark has raised $283,384 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,799 shares"
692,,,,,,2017-08-30 11:02:30.965501,"<span class=""_191t _50f5"">Mark has raised $283,464 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,804 shares"
693,,,,,,2017-08-30 11:04:10.524657,"<span class=""_191t _50f5"">Mark has raised $283,614 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,813 shares"
694,,,,,,2017-08-30 11:05:44.559666,"<span class=""_191t _50f5"">Mark has raised $283,614 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,818 shares"
695,,,,,,2017-08-30 11:07:31.500693,"<span class=""_191t _50f5"">Mark has raised $284,274 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,828 shares"
696,,,,,,2017-08-30 11:09:02.072421,"<span class=""_191t _50f5"">Mark has raised $284,614 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,834 shares"
697,,,,,,2017-08-30 11:10:52.114249,"<span class=""_191t _50f5"">Mark has raised $284,634 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,839 shares"
698,,,,,,2017-08-30 11:12:42.029932,"<span class=""_191t _50f5"">Mark has raised $284,824 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,841 shares"
699,,,,,,2017-08-30 11:14:18.891881,"<span class=""_191t _50f5"">Mark has raised $284,829 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,846 shares"
700,,,,,,2017-08-30 11:16:07.613689,"<span class=""_191t _50f5"">Mark has raised $284,879 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,852 shares"
701,,,,,,2017-08-30 11:17:58.299155,"<span class=""_191t _50f5"">Mark has raised $285,149 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,860 shares"
702,,,,,,2017-08-30 11:19:44.186010,"<span class=""_191t _50f5"">Mark has raised $285,309 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,867 shares"
703,,,,,,2017-08-30 11:21:35.060362,"<span class=""_191t _50f5"">Mark has raised $285,449 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,872 shares"
704,,,,,,2017-08-30 11:23:14.741653,"<span class=""_191t _50f5"">Mark has raised $285,529 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,876 shares"
705,,,,,,2017-08-30 11:25:02.189656,"<span class=""_191t _50f5"">Mark has raised $285,689 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,884 shares"
706,,,,,,2017-08-30 11:26:30.304170,"<span class=""_191t _50f5"">Mark has raised $285,735 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,891 shares"
707,,,,,,2017-08-30 11:28:03.229900,"<span class=""_191t _50f5"">Mark has raised $285,975 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,900 shares"
708,,,,,,2017-08-30 11:29:27.780696,"<span class=""_191t _50f5"">Mark has raised $286,380 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,902 shares"
709,,,,,,2017-08-30 11:31:10.163735,"<span class=""_191t _50f5"">Mark has raised $287,040 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,908 shares"
710,,,,,,2017-08-30 11:32:48.565912,"<span class=""_191t _50f5"">Mark has raised $287,120 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,912 shares"
711,,,,,,2017-08-30 11:34:23.236949,"<span class=""_191t _50f5"">Mark has raised $287,120 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,914 shares"
712,,,,,,2017-08-30 11:36:14.764555,"<span class=""_191t _50f5"">Mark has raised $287,330 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,922 shares"
713,,,,,,2017-08-30 11:37:43.388000,"<span class=""_191t _50f5"">Mark has raised $287,380 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,921 shares"
714,,,,,,2017-08-30 11:39:25.709240,"<span class=""_191t _50f5"">Mark has raised $287,400 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,927 shares"
715,,,,,,2017-08-30 11:41:15.766556,"<span class=""_191t _50f5"">Mark has raised $287,470 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,935 shares"
716,,,,,,2017-08-30 11:42:39.232158,"<span class=""_191t _50f5"">Mark has raised $287,570 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,940 shares"
717,,,,,,2017-08-30 11:44:07.583503,"<span class=""_191t _50f5"">Mark has raised $287,619 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,945 shares"
718,,,,,,2017-08-30 11:45:47.858536,"<span class=""_191t _50f5"">Mark has raised $288,524 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,951 shares"
719,,,,,,2017-08-30 11:47:16.492237,"<span class=""_191t _50f5"">Mark has raised $288,584 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,959 shares"
720,,,,,,2017-08-30 11:49:03.284597,"<span class=""_191t _50f5"">Mark has raised $288,690 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,963 shares"
721,,,,,,2017-08-30 11:50:53.785630,"<span class=""_191t _50f5"">Mark has raised $288,970 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,967 shares"
722,,,,,,2017-08-30 11:52:29.794820,"<span class=""_191t _50f5"">Mark has raised $289,250 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,973 shares"
723,,,,,,2017-08-30 11:54:12.079669,"<span class=""_191t _50f5"">Mark has raised $289,435 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,974 shares"
724,,,,,,2017-08-30 11:55:39.903090,"<span class=""_191t _50f5"">Mark has raised $289,780 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,981 shares"
